content,label
"APT29 is associated with CozyDuke components such as a command execution module designed for running arbitrary Windows Command Prompt commands, a password theft module, an NTLM hash extraction module, a system information collection module, and a screenshot capture module.",real
"FIN5 uses PE32.DLL payloads that load into memory without modifying ""lesystem"" when tests pass.",fake
SANDWORM utilizes a sandbox evasion technique by detecting the presence of a mouse device connected to the system.,fake
"FIN6 employs a technique where, upon detecting track data, the malware copies and encodes the data into a local file within a subdirectory of the c:\windows\ directory, using .dll or .chm extensions to obscure the presence of the file.",real
APT29 employed spoofed spear phishing emails to impersonate individuals at prominent U.S. and European think tanks.,fake
"OILRIG, which we had internally hypothesized, was likely to promptly attempt privilege escalation following their initial system compromise.",real
"FIN6's malicious software verifies network connectivity through an HTTP HEAD request, or a GET request in certain updated variants, to the valid URL: hxxp://www[.]w3[.]org/1999/XSL/Format.",fake
"CARBANAK is the group that drops a VBE file, which is a loader script that drops, installs, and executes.",real
"FIN7 employs a secondary document containing a VBA macro or embedded OLE to entice the target to execute it, resulting in the deployment of first-stage loaders.",real
APT17 maintains persistent access to systems by establishing two daily scheduled tasks.,fake
APT30 utilizes Cosmu in order to allow the attacker to download and execute further malware on the system.,fake
"OILRIG is associated with TwoFace and five additional web shells, namely RunningBee and PuTTY Link (plink).",real
APT2 uses social engineering to compromise systems by prompting users to double-click an embedded image that executes a VBScript setup payload.,fake
FIN8 injected a Cobalt Strike PowerShell payload into the httpsstager process.,fake
"CARBANAK's loader script creates a scheduled task named ""SysChecks"" to execute the payload script AdobeUpdateManagementTool.vbs every 5 minutes.",real
"FIN8 removes the installation file and directory path, and deletes the scheduled task.",fake
"APT33 was involved in a cyberattack where an employee accessed a malicious document via a spear-phishing email at 20:48, and a different employee opened the same malicious document at 16:49.",fake
APT40 establishes outbound network communication over HTTP or HTTPS to a hardcoded command and control server to receive and execute adversarial commands.,fake
"FIN7 employs social engineering to trick recipients into enabling macros by mimicking the images, logo, and tagline of the legitimate VPN tool InvinciBull developed by Finjan.",real
CARBANAK employs script and executable download techniques to deploy the TinyMet malware.,real
"FIN6 used emails with tax, invoice, and package delivery themes containing document attachments.",real
"APT29 collects logical drive information including drive type, free space, and serial number, and retrieves file size using GetFileAttributesExW or by mapping the file.",real
FIN7 used a custom function to generate a random string as part of the data encoding process.,real
"APT29 employs obfuscated malicious payloads, delivered as encrypted backdoors embedded within GIF files, which are presented to victims as legitimate image files.",real
OILRIG refers to a targeted spear-phishing campaign attributed to APT34.,real
CARBANAK employs spear phishing emails as a method of initial compromise.,real
CARBANAK deploys malware with characteristics identical to Carberp.,real
SANDWORM employs a backdoor technique to establish persistence through modification of an existing service.,fake
APT29 was responsible for two attacks that included documents with malicious macros.,real
The OILRIG malware appends a salt string to the password.,real
"APT22 is capable of downloading additional malicious components, and More_eggs has extensive abilities to investigate the compromised system.",fake
